,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ultrabook,8,Windows_10,659.0,Intel Core i7,1.8,Intel,256,0.1329230769230769
25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Windows_10,418.64,Intel Core i3,2.0,Intel,0,0.0672492307692307
26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ultrabook,8,Mac OS X,1099.0,Intel Core i5,1.6,Intel,0,0.0974436090225563
27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Windows_10,800.0,Intel Core i5,1.6,AMD,256,0.1329230769230769
28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ultrabook,8,Windows_10,1298.0,Intel Core i7,1.9,Intel,512,0.1329230769230769
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Windows_10,896.0,Intel Core i5,1.6,Nvidia,0,0.1198612716763005
30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Windows_10,244.99,Other Intel Processor,1.44,Intel,0,0.1329230769230769
31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,2,Windows_10,199.0,AMD Processor,1.5,AMD,0,0.0749348571428571
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Windows_10,439.0,AMD Processor,2.5,AMD,0,0.1198612716763005
33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ultrabook,16,Windows_10,1869.0,Intel Core i7,1.8,Intel,512,0.4330827067669172
34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ultrabook,8,Mac OS X,998.0,Intel Core i5,1.6,Intel,0,0.0974436090225563
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Windows_10,249.0,Other Intel Processor,1.1,Intel,0,0.0749348571428571
36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Linux/No_OS/Other_OS,367.0,Intel Core i3,2.7,Intel,0,0.0672492307692307
37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Windows_10,979.0,Intel Core i5,1.6,AMD,128,0.1198612716763005
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Windows_10,488.69,Intel Core i5,2.5,Intel,0,0.0672492307692307
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Windows_10,879.0,Intel Core i5,1.6,Nvidia,256,0.1329230769230769
40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Linux/No_OS/Other_OS,389.0,Intel Core i3,2.0,Intel,0,0.1329230769230769
41,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gaming,16,Windows_10,1499.0,Intel Core i7,2.8,Nvidia,256,0.1329230769230769
42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Linux/No_OS/Other_OS,522.99,Intel Core i5,2.5,Nvidia,0,0.0672492307692307
43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Windows_10,682.0,Intel Core i5,1.6,Intel,256,0.1329230769230769
44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2 in 1 Convertible,12,Windows_10,999.0,Intel Core i5,1.6,Nvidia,0,0.1198612716763005
45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ultrabook,8,Mac_OS,1419.0,Intel Core i5,2.0,Intel,256,0.30796992481203
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Linux/No_OS/Other_OS,369.0,Intel Core i3,2.0,Intel,128,0.0672492307692307
47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gaming,8,Windows_10,1299.0,AMD Processor,3.0,AMD,256,0.1198612716763005
48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Windows_10,639.0,Intel Core i5,2.5,AMD,256,0.1329230769230769
49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Windows_10,466.0,Other Intel Processor,1.1,Nvidia,0,0.0606409248554913
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2 in 1 Convertible,4,Linux/No_OS/Other_OS,319.0,Other Intel Processor,1.44,Intel,0,0.2281188118811881
51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Windows_10,841.0,Intel Core i7,1.8,Nvidia,256,0.1329230769230769
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Windows_10,398.49,AMD Processor,2.5,AMD,256,0.1329230769230769
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Windows_10,1103.0,Intel Core i7,1.8,Intel,512,0.1559097744360902
54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Windows_10,384.0,Intel Core i3,2.4,Intel,0,0.0672492307692307
55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Windows_10,767.8,Intel Core i7,1.8,AMD,256,0.1329230769230769
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Windows_10,439.0,Intel Core i3,2.0,Intel,128,0.1329230769230769
57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Windows_10,586.19,Intel Core i5,2.5,Intel,256,0.0672492307692307
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gaming,16,Windows_10,2449.0,Intel Core i7,2.8,Nvidia,256,0.1198612716763005
59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Linux/No_OS/Other_OS,415.0,Intel Core i3,2.0,Intel,256,0.1329230769230769
60,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,16,Windows_10,1299.0,Intel Core i7,1.8,AMD,256,0.1198612716763005
61,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ultrabook,8,Windows_10,879.0,Intel Core i5,1.6,Intel,256,0.1481142857142857
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Linux/No_OS/Other_OS,599.0,Intel Core i3,2.7,Intel,256,0.1481142857142857
63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Windows_10,941.0,Intel Core i5,1.6,Intel,256,0.1481142857142857
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Windows_10,690.0,Intel Core i5,2.5,Intel,256,0.1329230769230769
65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ultrabook,16,Windows_10,1983.0,Intel Core i7,2.8,Nvidia,512,0.1329230769230769
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Windows_10,438.69,Intel Core i3,2.0,AMD,0,0.0672492307692307
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Windows_10,229.0,Other Intel Processor,1.6,Intel,32,0.0749348571428571
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Windows_10,549.0,Intel Core i5,2.5,Intel,0,0.1329230769230769
69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gaming,12,Linux/No_OS/Other_OS,949.0,Intel Core i7,2.8,Nvidia,0,0.1198612716763005
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ultrabook,4,Other_Windows_OS,1089.0,Intel Core i5,2.5,Intel,128,0.2513351111111111
71,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ultrabook,8,Windows_10,955.0,Intel Core i7,1.8,AMD,256,0.1559097744360902
72,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Windows_10,870.0,Intel Core i7,1.8,AMD,256,0.1329230769230769
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gaming,8,Windows_10,1095.0,Intel Core i5,2.5,Nvidia,128,0.1198612716763005
74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Windows_10,389.0,Intel Core i3,2.0,Intel,0,0.0749348571428571
75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gaming,8,Windows_10,949.0,Intel Core i7,2.8,Nvidia,0,0.1329230769230769
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Linux/No_OS/Other_OS,519.0,Intel Core i5,2.5,Intel,0,0.1329230769230769
77,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Windows_10,855.0,Intel Core i7,1.8,Intel,128,0.1329230769230769
78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Windows_10,530.0,Intel Core i3,2.7,Nvidia,0,0.1329230769230769
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Windows_10,977.0,Intel Core i5,1.6,Nvidia,128,0.1198612716763005
80,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ultrabook,8,Windows_10,1096.16,Intel Core i5,1.6,Intel,256,0.1329230769230769
81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ultrabook,8,Mac_OS,1510.0,Intel Core i5,1.3,Intel,512,0.27648
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Windows_10,860.0,Intel Core i5,1.6,Intel,256,0.1481142857142857
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Windows_10,399.0,AMD Processor,2.5,AMD,128,0.1329230769230769
84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Windows_10,395.0,AMD Processor,3.0,AMD,0,0.0672492307692307
85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gaming,16,Windows_10,1349.0,Intel Core i7,2.8,Nvidia,128,0.1329230769230769
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ultrabook,8,Windows_10,699.0,Intel Core i7,1.8,Nvidia,256,0.1329230769230769
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Windows_10,598.99,Intel Core i5,2.5,Intel,256,0.1329230769230769
88,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gaming,16,Windows_10,1449.0,Intel Core i7,2.8,Nvidia,128,0.1329230769230769
89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ultrabook,8,Windows_10,1649.0,Intel Core i7,1.8,Intel,256,0.1559097744360902
90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gaming,8,Windows_10,699.0,AMD Processor,3.0,AMD,0,0.1329230769230769
91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Windows_10,689.0,Intel Core i7,1.8,Nvidia,0,0.1329230769230769
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,16,Windows_10,1197.0,Intel Core i7,1.8,Intel,512,0.1559097744360902
93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gaming,8,Windows_10,1195.0,Intel Core i5,2.5,Nvidia,256,0.1329230769230769
94,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ultrabook,8,Windows_10,1049.0,Intel Core i7,2.7,Intel,256,0.1481142857142857
95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2 in 1 Convertible,8,Windows_10,847.0,Intel Core i5,1.6,Intel,256,0.1559097744360902
96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Linux/No_OS/Other_OS,599.9,Intel Core i7,2.7,AMD,0,0.1329230769230769
97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Linux/No_OS/Other_OS,485.0,Intel Core i3,2.0,AMD,256,0.1329230769230769
98,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,6,Windows_10,577.0,Intel Core i3,2.4,Nvidia,256,0.1329230769230769
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gaming,12,Windows_10,1249.0,Intel Core i7,2.8,Nvidia,128,0.1329230769230769
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Windows_10,719.0,Intel Core i7,2.7,AMD,256,0.1329230769230769
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Windows_10,349.0,AMD Processor,1.5,AMD,0,0.1329230769230769
102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Linux/No_OS/Other_OS,647.0,Intel Core i5,1.6,AMD,0,0.1329230769230769
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ultrabook,8,Windows_10,1119.0,Intel Core i7,2.7,Nvidia,256,0.1559097744360902
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ultrabook,8,Other_Windows_OS,1340.0,Intel Core i5,2.5,Intel,256,0.2513351111111111
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,6,Windows_10,659.0,Intel Core i5,2.5,Nvidia,256,0.1481142857142857
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,4,Windows_10,414.9,Intel Core i3,2.0,Intel,0,0.1329230769230769
107,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ultrabook,8,Windows_10,1193.0,Intel Core i7,2.7,Nvidia,256,0.1481142857142857
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gaming,16,Windows_10,1299.0,Intel Core i7,2.8,Nvidia,256,0.1329230769230769
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notebook,8,Windows_10,1480.0,Intel Core i7,2.7,Intel,256,0.1481142857142857
